timestamp,action,x,y,char_x,char_y,obstacle_top,obstacle_right,obstacle_bottom,obstacle_left
185,Checking if character is invisible,16,10,2,10,340,280,200,220
186,Checking if character is invisible,16,10,2,10,340,280,200,220
187,Checking if character is invisible,16,10,2,10,340,280,200,220
188,Checking if character is invisible,16,10,2,10,340,280,200,220
189,Checking if character is invisible,16,10,2,10,340,280,200,220
190,Checking if character is invisible,16,10,2,10,340,280,200,220
191,Checking if character is invisible,16,10,2,10,340,280,200,220
192,Checking if character is invisible,16,10,2,10,340,280,200,220
193,Checking if character is invisible,16,10,2,10,340,280,200,220
194,Checking if character is invisible,16,10,2,10,340,280,200,220
195,Checking if character is invisible,16,10,2,10,340,280,200,220
196,Checking if character is invisible,16,10,2,10,340,280,200,220
197,Checking if character is invisible,16,10,2,10,340,280,200,220
198,Checking if character is invisible,16,10,2,10,340,280,200,220
199,Checking if character is invisible,16,10,2,10,340,280,200,220
200,Checking if character is invisible,16,10,2,10,340,280,200,220
201,Checking if character is invisible,16,10,2,10,340,280,200,220
202,Checking if character is invisible,16,10,2,10,340,280,200,220
203,Checking if character is invisible,16,10,2,10,340,280,200,220
204,Checking if character is invisible,16,10,2,10,340,280,200,220
205,Checking if character is invisible,16,10,2,10,340,280,200,220
206,Checking if character is invisible,16,10,2,10,340,280,200,220
207,Checking if character is invisible,16,10,2,10,340,280,200,220
208,Making character reset,16,10,2,10,340,280,200,220
209,Pathfinding to patrol point,16,10,2,10,340,280,200,220
210,Pathfinding to patrol point,16,10,2,10,340,280,200,220
211,Pathfinding to patrol point,16,10,2,10,340,280,200,220
212,Pathfinding to patrol point,17,10,3,10,360,280,180,220
213,Pathfinding to patrol point,17,10,3,10,360,280,180,220
214,Pathfinding to patrol point,17,9,3,10,240,300,180,200
215,Pathfinding to patrol point,17,9,4,10,240,300,180,200
216,Pathfinding to patrol point,17,9,4,10,240,300,180,200
217,Pathfinding to patrol point,17,8,5,10,240,320,180,180
218,Pathfinding to patrol point,18,8,5,10,260,100,160,180
219,Pathfinding to patrol point,18,8,5,10,260,100,160,180
220,Pathfinding to character,18,7,6,10,260,120,40,160
221,Pathfinding to character,18,7,6,10,260,120,40,160
222,Pathfinding to character,18,7,7,10,260,120,40,160
223,Pathfinding to character,17,7,7,10,240,340,60,160
224,Pathfinding to character,17,7,7,10,240,340,60,160
225,Pathfinding to character,16,7,8,10,220,340,80,160
226,Pathfinding to character,16,7,8,10,220,340,80,160
227,Pathfinding to character,15,7,9,10,200,340,100,160
228,Pathfinding to character,15,7,9,10,200,340,100,160
229,Pathfinding to character,15,8,10,10,200,320,220,180
230,Pathfinding to character,14,8,10,10,180,320,240,60
231,Pathfinding to character,14,8,10,10,180,320,240,60
232,Pathfinding to character,14,8,11,10,180,320,240,60
233,Pathfinding to character,13,9,11,10,160,140,260,80
234,Pathfinding to character,13,9,12,10,160,140,260,80
235,Pathfinding to character,13,9,12,10,160,140,260,80
236,Making character invisible,13,10,2,10,280,120,260,100
237,Checking if character is invisible,13,10,2,10,280,120,260,100
238,Checking if character is invisible,13,10,2,10,280,120,260,100
239,Checking if character is invisible,14,10,2,10,300,280,240,100
240,Checking if character is invisible,14,10,2,10,300,280,240,100
241,Checking if character is invisible,14,10,2,10,300,280,240,100
242,Checking if character is invisible,14,10,2,10,300,280,240,100
243,Checking if character is invisible,14,10,2,10,300,280,240,100
244,Checking if character is invisible,14,10,2,10,300,280,240,100
245,Checking if character is invisible,14,10,2,10,300,280,240,100
246,Checking if character is invisible,14,10,2,10,300,280,240,100
247,Checking if character is invisible,14,10,2,10,300,280,240,100
248,Checking if character is invisible,14,10,2,10,300,280,240,100
249,Checking if character is invisible,14,10,2,10,300,280,240,100
250,Checking if character is invisible,14,10,2,10,300,280,240,100
251,Checking if character is invisible,14,10,2,10,300,280,240,100
252,Checking if character is invisible,14,10,2,10,300,280,240,100
253,Checking if character is invisible,14,10,2,10,300,280,240,100
254,Checking if character is invisible,14,10,2,10,300,280,240,100
255,Checking if character is invisible,14,10,2,10,300,280,240,100
256,Checking if character is invisible,14,10,2,10,300,280,240,100
257,Checking if character is invisible,14,10,2,10,300,280,240,100
258,Checking if character is invisible,14,10,2,10,300,280,240,100
259,Checking if character is invisible,14,10,2,10,300,280,240,100
260,Checking if character is invisible,14,10,2,10,300,280,240,100
261,Making character reset,14,10,2,10,300,280,240,100
262,Pathfinding to patrol point,14,10,2,10,300,280,240,100
263,Pathfinding to patrol point,14,10,2,10,300,280,240,100
264,Pathfinding to patrol point,14,10,2,10,300,280,240,100
265,Pathfinding to patrol point,14,10,2,10,300,280,240,100
266,Pathfinding to patrol point,15,10,2,11,320,280,220,220
267,Pathfinding to patrol point,15,10,2,11,320,280,220,220
268,Pathfinding to patrol point,15,10,2,11,320,280,220,220
269,Pathfinding to patrol point,16,10,2,12,340,280,200,220
270,Pathfinding to patrol point,16,10,2,12,340,280,200,220
271,Pathfinding to patrol point,17,10,2,13,360,280,180,220
272,Pathfinding to patrol point,17,10,2,13,360,280,180,220
273,Pathfinding to patrol point,17,11,2,14,140,260,180,240
274,Pathfinding to patrol point,17,11,2,14,140,260,180,240
275,Pathfinding to patrol point,17,11,2,14,140,260,180,240
276,Pathfinding to patrol point,17,12,2,15,140,240,300,260
277,Pathfinding to patrol point,17,12,2,15,140,240,300,260
278,Pathfinding to patrol point,17,13,2,16,360,220,20,280
279,Pathfinding to patrol point,17,13,2,16,360,220,20,280
280,Pathfinding to patrol point,17,13,2,16,360,220,20,280
281,Pathfinding to patrol point,17,14,2,17,240,200,20,300
282,Pathfinding to patrol point,17,14,2,17,240,200,20,300
283,Pathfinding to patrol point,17,15,2,18,240,180,300,320
284,Pathfinding to patrol point,17,15,2,18,240,180,300,320
285,Pathfinding to patrol point,17,15,2,18,240,180,300,320
286,Pathfinding to patrol point,17,16,2,18,80,160,300,340
287,Pathfinding to patrol point,18,16,2,18,100,160,280,40
288,Pathfinding to patrol point,18,16,2,18,100,160,280,40
289,Pathfinding to patrol point,18,17,2,17,100,140,280,60
290,Pathfinding to patrol point,18,17,2,17,100,140,280,60
291,Pathfinding to patrol point,18,17,2,17,100,140,280,60
292,Pathfinding to patrol point,18,18,2,16,100,120,280,80
293,Pathfinding to patrol point,19,18,2,16,120,120,260,80
294,Pathfinding to patrol point,19,18,2,15,120,120,260,80
295,Pathfinding to patrol point,19,19,2,15,120,100,260,100
296,Pathfinding to patrol point,19,19,2,14,120,100,260,100
297,Pathfinding to patrol point,20,19,2,14,140,100,240,100
298,Pathfinding to patrol point,20,19,2,14,140,100,240,100
299,Pathfinding to patrol point,21,19,2,13,160,100,220,100
300,Pathfinding to patrol point,21,19,2,13,160,100,220,100
301,Pathfinding to patrol point,21,19,2,12,160,100,220,100
302,Pathfinding to patrol point,22,19,2,12,180,100,200,400
303,Pathfinding to patrol point,22,19,2,12,180,100,200,400
304,Pathfinding to patrol point,23,19,2,11,200,100,180,400
305,Pathfinding to patrol point,23,19,2,11,200,100,180,400
306,Pathfinding to patrol point,23,20,2,10,200,80,40,420
307,Pathfinding to patrol point,24,20,2,10,220,80,20,420
308,Pathfinding to patrol point,24,20,2,10,220,80,20,420
309,Pathfinding to patrol point,24,21,2,9,220,60,20,440
310,Pathfinding to patrol point,24,21,2,9,220,60,20,440
311,Pathfinding to patrol point,24,21,2,8,220,60,20,440
312,Pathfinding to patrol point,24,22,2,8,380,40,160,460
313,Pathfinding to patrol point,25,22,2,7,400,40,140,20
314,Pathfinding to patrol point,25,22,2,7,400,40,140,20
315,Pathfinding to patrol point,25,22,2,7,400,40,140,20
316,Pathfinding to patrol point,25,22,2,6,400,40,140,20
317,Pathfinding to patrol point,25,22,2,6,400,40,140,20
318,Pathfinding to patrol point,25,22,2,5,400,40,140,20
319,Pathfinding to patrol point,24,22,2,5,380,40,160,460
320,Pathfinding to patrol point,24,22,2,5,380,40,160,460
321,Pathfinding to patrol point,24,21,2,4,220,60,20,440
322,Pathfinding to patrol point,24,21,2,4,220,60,20,440
323,Pathfinding to patrol point,24,21,2,4,220,60,20,440
324,Pathfinding to patrol point,24,20,2,4,220,80,20,420
325,Pathfinding to patrol point,24,20,2,4,220,80,20,420
326,Pathfinding to patrol point,24,19,2,4,220,100,160,400
327,Pathfinding to patrol point,24,19,2,5,220,100,160,400
328,Pathfinding to patrol point,24,19,2,5,220,100,160,400
329,Pathfinding to patrol point,24,18,2,6,220,120,160,380
330,Pathfinding to patrol point,24,18,2,6,220,120,160,380
331,Pathfinding to patrol point,23,18,2,6,200,120,180,380
332,Pathfinding to patrol point,23,17,2,7,200,140,180,360
333,Pathfinding to patrol point,23,17,2,7,200,140,180,360
334,Pathfinding to patrol point,23,17,2,8,200,140,180,360
335,Pathfinding to patrol point,23,16,2,8,200,160,180,340
336,Pathfinding to patrol point,22,16,2,9,180,160,200,340
337,Pathfinding to patrol point,22,16,2,9,180,160,200,340
338,Pathfinding to patrol point,22,15,2,9,340,180,200,320
339,Pathfinding to patrol point,22,15,2,10,340,180,200,320
340,Pathfinding to patrol point,22,14,2,10,20,200,200,300
341,Pathfinding to patrol point,22,14,2,11,20,200,200,300
342,Pathfinding to patrol point,22,14,2,11,20,200,200,300
343,Pathfinding to patrol point,22,13,2,11,20,220,200,280
344,Pathfinding to patrol point,22,13,2,12,20,220,200,280
345,Pathfinding to patrol point,22,12,2,12,240,240,200,260
346,Pathfinding to patrol point,22,12,2,13,240,240,200,260
347,Pathfinding to patrol point,21,12,2,13,220,20,220,100
348,Pathfinding to patrol point,21,12,2,13,220,20,220,100
349,Pathfinding to patrol point,21,12,2,14,220,20,220,100
350,Pathfinding to patrol point,20,12,2,14,200,20,240,100
351,Pathfinding to patrol point,20,12,2,15,200,20,240,100
352,Pathfinding to patrol point,19,12,2,15,180,20,260,260
353,Pathfinding to patrol point,19,12,2,15,180,20,260,260
354,Pathfinding to patrol point,19,11,2,16,180,40,140,240
355,Pathfinding to patrol point,19,11,2,16,180,40,140,240
356,Pathfinding to patrol point,19,10,2,17,400,60,140,220
357,Pathfinding to patrol point,19,10,2,17,400,60,140,220
358,Pathfinding to patrol point,19,10,2,18,400,60,140,220
359,Pathfinding to patrol point,19,9,2,18,280,80,140,200
360,Pathfinding to patrol point,19,9,2,18,280,80,140,200
361,Pathfinding to patrol point,19,8,2,18,280,100,140,180
362,Pathfinding to patrol point,19,8,2,18,280,100,140,180
363,Pathfinding to patrol point,19,8,3,18,280,100,140,180
364,Pathfinding to patrol point,19,7,3,18,280,120,20,160
365,Pathfinding to patrol point,19,7,3,17,280,120,20,160
366,Pathfinding to patrol point,19,6,3,17,280,140,20,140
367,Pathfinding to patrol point,19,6,3,17,280,140,20,140
368,Pathfinding to patrol point,18,6,3,16,260,140,40,140
369,Pathfinding to patrol point,18,6,3,16,260,140,40,140
370,Pathfinding to patrol point,18,6,3,15,260,140,40,140
371,Pathfinding to patrol point,17,6,3,15,240,360,60,140
372,Pathfinding to patrol point,17,6,3,15,240,360,60,140
373,Pathfinding to patrol point,16,6,3,14,220,360,80,140
374,Pathfinding to patrol point,16,6,3,14,220,360,80,140
375,Pathfinding to patrol point,16,6,3,13,220,360,80,140
376,Pathfinding to patrol point,15,6,3,13,200,360,100,140
377,Pathfinding to patrol point,15,5,4,13,20,380,280,120
378,Pathfinding to patrol point,15,5,4,13,20,380,280,120
379,Pathfinding to patrol point,15,5,4,13,20,380,280,120
380,Pathfinding to patrol point,15,4,5,13,20,400,280,100
381,Pathfinding to patrol point,15,4,5,13,20,400,280,100
382,Pathfinding to character,15,4,6,13,20,400,280,100
383,Pathfinding to character,15,3,6,13,200,420,340,80
384,Pathfinding to character,15,4,6,13,20,400,280,100
385,Pathfinding to character,15,4,7,13,20,400,280,100
386,Pathfinding to character,15,4,7,13,20,400,280,100
387,Pathfinding to character,15,5,8,13,20,380,280,120
388,Pathfinding to character,15,5,8,13,20,380,280,120
389,Pathfinding to character,15,6,9,13,200,360,100,140
390,Pathfinding to character,15,6,9,13,200,360,100,140
391,Pathfinding to character,15,7,9,13,200,340,100,160
392,Pathfinding to character,15,7,10,13,200,340,100,160
393,Pathfinding to character,15,8,10,13,200,320,220,180
394,Pathfinding to character,15,8,11,13,200,320,220,180
395,Pathfinding to character,15,9,11,13,200,300,220,200
396,Pathfinding to character,15,9,11,13,200,300,220,200
397,Pathfinding to character,15,10,12,13,320,280,220,220
398,Pathfinding to character,15,10,12,13,320,280,220,220
399,Pathfinding to character,15,11,13,13,100,260,220,240
400,Pathfinding to character,15,11,13,13,100,260,220,240
401,Pathfinding to character,15,12,13,13,100,240,340,260
402,Pathfinding to character,15,12,14,13,100,240,340,260
403,Pathfinding to character,15,13,14,13,320,220,60,280
404,Making character invisible,15,13,2,10,320,220,60,280
405,Checking if character is invisible,15,13,2,10,320,220,60,280
406,Checking if character is invisible,16,13,2,10,340,220,40,280
407,Checking if character is invisible,16,13,2,10,340,220,40,280
408,Checking if character is invisible,16,13,2,10,340,220,40,280
409,Checking if character is invisible,16,13,2,10,340,220,40,280
410,Checking if character is invisible,16,13,2,10,340,220,40,280
411,Checking if character is invisible,16,13,2,10,340,220,40,280
412,Checking if character is invisible,16,13,2,10,340,220,40,280
413,Checking if character is invisible,16,13,2,10,340,220,40,280
414,Checking if character is invisible,16,13,2,10,340,220,40,280
415,Checking if character is invisible,16,13,2,10,340,220,40,280
416,Checking if character is invisible,16,13,2,10,340,220,40,280
417,Checking if character is invisible,16,13,2,10,340,220,40,280
418,Checking if character is invisible,16,13,2,10,340,220,40,280
419,Checking if character is invisible,16,13,2,10,340,220,40,280
420,Checking if character is invisible,16,13,2,10,340,220,40,280
421,Checking if character is invisible,16,13,2,10,340,220,40,280
422,Checking if character is invisible,16,13,2,10,340,220,40,280
423,Checking if character is invisible,16,13,2,10,340,220,40,280
424,Checking if character is invisible,16,13,2,10,340,220,40,280
425,Checking if character is invisible,16,13,2,10,340,220,40,280
426,Checking if character is invisible,16,13,2,10,340,220,40,280
427,Checking if character is invisible,16,13,2,10,340,220,40,280
428,Checking if character is invisible,16,13,2,10,340,220,40,280
429,Making character reset,16,13,2,10,340,220,40,280
430,Pathfinding to patrol point,16,13,2,10,340,220,40,280
431,Pathfinding to patrol point,16,13,2,9,340,220,40,280
432,Pathfinding to patrol point,16,14,2,9,220,200,40,300
433,Pathfinding to patrol point,16,14,2,9,220,200,40,300
434,Pathfinding to patrol point,15,14,2,8,200,200,60,300
435,Pathfinding to patrol point,15,14,2,8,200,200,60,300
436,Pathfinding to patrol point,15,14,2,8,200,200,60,300
437,Pathfinding to patrol point,14,14,2,7,180,200,80,180
438,Pathfinding to patrol point,14,14,2,7,180,200,80,180
439,Pathfinding to patrol point,13,14,2,6,160,40,100,180
440,Pathfinding to patrol point,13,14,2,6,160,40,100,180
441,Pathfinding to patrol point,13,15,2,6,160,20,380,200
442,Pathfinding to patrol point,13,15,2,5,160,20,380,200
443,Pathfinding to patrol point,12,15,2,5,140,20,400,200
444,Pathfinding to patrol point,12,15,2,4,140,20,400,200
445,Pathfinding to patrol point,11,15,2,4,120,180,420,200
446,Pathfinding to patrol point,11,15,2,4,120,180,420,200
447,Pathfinding to patrol point,11,16,2,4,120,160,20,220
448,Pathfinding to patrol point,11,16,2,4,120,160,20,220
449,Pathfinding to patrol point,11,17,2,4,120,140,20,240
450,Pathfinding to patrol point,11,17,2,5,120,140,20,240
451,Pathfinding to patrol point,11,17,2,5,120,140,20,240
452,Pathfinding to patrol point,11,18,2,5,120,120,20,260
453,Pathfinding to patrol point,11,18,2,6,120,120,20,260
454,Pathfinding to patrol point,11,19,2,6,120,100,20,280
455,Pathfinding to patrol point,11,19,2,7,120,100,20,280
456,Pathfinding to patrol point,11,19,2,7,120,100,20,280
457,Pathfinding to patrol point,11,19,2,8,120,100,20,280
458,Pathfinding to patrol point,11,19,2,8,120,100,20,280
459,Pathfinding to patrol point,11,19,2,8,120,100,20,280
460,Pathfinding to patrol point,11,18,2,9,120,120,20,260
461,Pathfinding to patrol point,11,18,2,9,120,120,20,260
462,Pathfinding to patrol point,11,17,2,10,120,140,20,240
463,Pathfinding to patrol point,11,17,2,10,120,140,20,240
464,Pathfinding to patrol point,11,17,2,10,120,140,20,240
465,Pathfinding to patrol point,11,16,2,11,120,160,20,220
466,Pathfinding to patrol point,11,16,2,11,120,160,20,220
467,Pathfinding to patrol point,11,15,2,12,120,180,420,200
468,Pathfinding to patrol point,11,15,2,12,120,180,420,200
469,Pathfinding to patrol point,11,15,2,12,120,180,420,200
470,Pathfinding to patrol point,11,14,2,13,120,200,140,180
471,Pathfinding to patrol point,11,14,2,13,120,200,140,180
472,Pathfinding to patrol point,12,14,2,14,140,40,120,180
473,Pathfinding to patrol point,12,14,2,14,140,40,120,180
474,Pathfinding to patrol point,13,14,2,15,160,40,100,180
